class_label,document
none,"https://www.thehindubusinessline.com/markets/gold/base-import-price-for-edible-oils-cut-gold-hiked/article23096388.eceBase import price for edible oils cut, gold hiked"
positive,http://www.marketwatch.com/story/gold-slips-from-5-month-highs-remains-underpinned-ahead-of-french-election-2017-04-18Gold shakes off weakness to eke out a gain as dollar falls
none,https://economictimes.indiatimes.com/articleshow/2191678.cmsdecline in gold demand trims growth in import bill
negative,https://www.moneycontrol.com/news/business/stocks/-1584583.htmlgold prices likely to move down: emkay commotrade
positive,"http://www.marketwatch.com/story/dec-gold-climbs-by-540-or-04-to-127590oz-2017-11-01Dec. gold climbs by $5.40, or 0.4%, to $1,275.90/oz"
positive,"https://economictimes.indiatimes.com/markets/commodities/gold-silver-soar-to-new-record-high-on-global-surge/articleshow/6614541.cmsgold, silver soar to new record high on global surge"
positive,http://www.marketwatch.com/story/gold-hits-11-month-high-as-another-north-korea-missile-sparks-haven-flight-2017-08-29Gold tallies third-straight session gain to settle at 11-month high
positive,"http://www.investing.com/news/commodities-news/gold-prices-gain-in-asia-in-holiday-thinned-trade,-rba-decision-due-340206Gold prices gain in Asia in holiday-thinned trade, RBA decision due"
positive,https://economictimes.indiatimes.com/markets/commodities/views/weak-dollar-acts-as-a-boon-for-gold-price-rally/articleshow/60007579.cmsweak dollar acts as a boon for gold price rally
negative,http://www.marketwatch.com/story/gold-retreats-after-president-trump-agrees-to-raise-debt-ceiling-2017-09-06Gold retreats after President Trump agrees to raise debt ceiling
none,"http://www.marketwatch.com/story/gold-miners-help-flip-ftse-100-higher-as-inflation-stays-aloft-2017-04-11Gold miners, Burberry help lift FTSE 100, as inflation stays aloft"
none,https://www.metalsdaily.com/link/279284/the-case-for-gold-in-the-era-of-financial-virtual-reality.htmthe case for gold in the era of financial virtual reality
negative,http://www.marketwatch.com/story/gold-backs-off-from-18-month-high-2009-09-17gold dips after climbing to new 18-month high
positive,http://www.marketwatch.com/story/april-gold-climbs-4-to-65550oz-in-morning-trading-2007-02-05april gold climbs $4 to $655.50/oz in morning trading
neutral,https://economictimes.indiatimes.com/markets/commodities/news/gold-prices-hold-steady-amid-easing-dollar/articleshow/66504832.cmsGold prices steady ahead of US midterm elections
positive,http://www.marketwatch.com/story/gold-still-at-5-month-high-but-trims-advance-2010-05-04gold still at 5-month high but trims advance
none,https://www.metalsdaily.com/link/274948/turkeys-shadowy-gold-trade-raises-questions-about-irans-involvement-.htmturkey's 'shadowy' gold trade raises questions about iran's involvement
none,https://www.metalsdaily.com/link/286419/central-banks-gold-demand-up-42-in-expectation-of-geopolitical-shift.htmcentral banks : gold demand up 42% in expectation of geopolitical shift
positive,"http://www.marketwatch.com/story/april-gold-up-470-or-04-at-134270oz-2014-02-25april gold up $4.70, or 0.4%, at $1,342.70/oz"
negative,https://economictimes.indiatimes.com/markets/commodities/gold-dips-below-rs-28k-mark-on-weak-global-cues/articleshow/10095239.cmsgold dips below rs 28k mark on weak global cues
negative,http://www.marketwatch.com/story/gold-falls-on-session-week-as-dollar-rallies-2004-04-02gold futures ends lower on dollar rally
positive,https://www.thehindubusinessline.com/markets/gold/gold-keeps-gains-on-safehaven-demand-as-stocks-tumble/article8441249.eceGold keeps gains on safe-haven demand as stocks tumble
positive,"http://www.marketwatch.com/story/gold-settles-01-higher-at-165180-an-ounce-2012-04-17correct: gold settles 0.1% higher at $1,651.10"
positive,"http://www.investing.com/news/commodities-news/gold-prices-rebound-in-asia,-china-pmi-data-in-focus-285747Gold prices rebound in Asia, China PMI data in focus"
negative,http://www.marketwatch.com/story/august-gold-falls-1-to-close-at-66730oz-2007-07-13august gold falls $1 to close at $667.30/oz
none,"http://www.marketwatch.com/story/why-apples-10k-solid-gold-watch-isnt-dazzling-metals-experts-2015-03-09why apple's $10k, solid-gold watch isn't dazzling metals experts"
negative,https://www.thehindubusinessline.com/markets/gold/gold-hits-oneweek-low-as-dollar-firms-up/article9157753.eceGold hits one-week low as dollar firms up
negative,"http://www.investing.com/news/commodities-news/gold,-silver-lower-ahead-of-u.s.-jobless-claims,-cpi-data-284419gold, silver lower ahead of u.s. jobless claims, cpi data"
neutral,http://www.marketwatch.com/story/gold-futures-trade-near-unchanged-ahead-of-comex-settlement-2016-11-16Gold futures trade near unchanged ahead of Comex settlement
none,https://www.metalsdaily.com/link/286817/degussa-the-missing-fear-and-the-case-for-gold.htmdegussa : the missing fear - and the case for gold
negative,http://www.marketwatch.com/story/gold-falls-in-morning-trade-after-topping-500-overnight-2005-11-29gold falls in morning trade after topping $500 overnight
neutral,https://www.moneycontrol.com/news/business/markets/gold-to-move-in-a-narrow-range-in-2017-but-could-move-to-1450oz-in-2018-2333271.htmlgold to move in a narrow range in 2017 but could move to $1450/oz in 2018
negative,http://www.marketwatch.com/story/gold-prices-mark-lowest-settlement-in-more-than-a-week-2017-10-17Gold prices mark lowest settlement in more than a week
positive,https://www.moneycontrol.com/news/business/stocks/-2013821.htmlGold to trade on positive note today: Angel Commodities
neutral,https://www.thehindubusinessline.com/markets/gold/gold-may-stay-range-bound-next-few-weeks-surplus-pressures-silver/article20483124.ece1Gold may stay range-bound next few weeks; surplus pressures silver
negative,"http://www.marketwatch.com/story/spot-gold-quoted-at-39420-down-20c-from-new-york-2004-07-22spot gold quoted at $394.20, down 20c from new york"
negative,"http://www.marketwatch.com/story/dec-gold-falls-1080-or-13-at-83350oz-on-globex-2008-10-03dec. gold falls $10.80, or 1.3%, at $833.50/oz on globex"
positive,http://www.marketwatch.com/story/gold-soars-to-end-near-a-six-year-high-2002-12-23soaring gold ends near six-year high
none,"http://www.marketwatch.com/story/gold-silver-stocks-sell-off-2002-07-22gold, silver stocks sell off"
positive,"http://www.marketwatch.com/story/gold-ticks-higher-as-dollar-weakens-central-banks-point-to-end-of-qe-2017-07-06Gold tallies back-to-back gains as dollar weakens, central banks point to end of QE"
negative,"http://www.investing.com/news/commodities-news/gold-prices-dip-in-asia-on-profit-taking,-easy-monetary-policies-support-292855Gold prices dip in Asia on profit taking, easy monetary policies support"
positive,"https://www.thehindubusinessline.com/markets/gold/gold-futures-rise-to-rs-28844-on-firm-global-cues/article9629102.eceGold futures rise to Rs 28,844 on firm global cues"
negative,"http://www.marketwatch.com/story/gold-ends-lower-on-session-week-mining-shares-hit-2004-05-07gold ends down on session, week"
positive,http://www.investing.com/news/commodities-news/gold-inches-higher-in-memorial-day-trade-286206gold inches higher in memorial day trade
none,http://www.investing.com/news/commodities-news/gold---silver---copper-futures---weekly-outlook:-february-6---10-458002gold / silver / copper futures - weekly outlook: february 6 - 10
none,https://www.metalsdaily.com/link/274152/bitcoin-is-15-times-more-expensive-to-keep-safe-than-gold.htmbitcoin is 15 times more expensive to keep safe than gold
negative,https://www.moneycontrol.com/news/business/markets/-1980737.htmlMCX GOLDPETAL Nov contract trades lower
positive,"http://www.investing.com/news/commodities-news/relaxation-of-restrictions-in-singapore,-india-boost-gold-price-449711relaxation of restrictions in singapore, india boosting gold price"
positive,"http://www.investing.com/news/commodities-news/gold-futures-trade-above-$1,200-with-fed-minutes-in-focus-312053Gold futures trade above $1,200 with Fed minutes in focus"
positive,"https://www.thehindubusinessline.com/markets/gold/gold-futures-up-at-rs-30492/article22929650.eceGold futures up at <U+20B9> 30,492 "
negative,http://www.marketwatch.com/story/gold-futures-fall-copper-trades-at-lowest-level-since-june-2006-12-20gold futures fall; copper trades at lowest level since june
positive,http://www.investing.com/news/commodities-news/gold-pares-gains-as-dollar-bounces-off-session-lows-462415gold pares gains as dollar bounces off session lows
none,https://www.metalsdaily.com/link/275104/oil-and-gold-looking-a-little-bit-more-normal-as-2017-draws-to-a-close.htmoil and gold looking a little bit more 'normal' as 2017 draws to a close
positive,https://www.metalsdaily.com/link/274906/buy-the-fact-gold-jumps-after-fed-rate-hike.htmbuy the fact: gold jumps after fed rate hike
negative,http://www.investing.com/news/commodities-news/gold-at-1-week-lows-as-dollar-inches-higher-463448Gold at 1-week lows as dollar inches higher
negative,http://www.marketwatch.com/story/gold-moves-lower-in-electronic-trade-after-fed-decision-to-raise-interest-rates-2016-12-14Gold moves lower in electronic trade after Fed decision to raise interest rates
negative,"http://www.marketwatch.com/story/crude-gold-futures-pull-back-in-late-morning-dealings-2006-04-11crude, gold futures pull back in late morning dealings"
negative,"https://www.thehindubusinessline.com/markets/gold/gold-futures-slip-to-rs-26948-per-10-gm/article7039284.eceGold futures slip to Rs 26,948 per 10 gm"
neutral,"http://www.marketwatch.com/story/gold-oil-steady-after-consumer-sentiment-data-2010-08-27gold, oil steady after consumer sentiment data"
positive,http://www.marketwatch.com/story/gold-up-530-at-59790-an-ounce-2006-04-06gold up $5.30 at $597.90 an ounce
positive,"http://www.marketwatch.com/story/crude-oil-gains-gold-slumps-after-gdp-jobs-data-2010-05-27crude oil gains, gold slumps after gdp, jobs data"
negative,https://www.metalsdaily.com/link/278588/gold-broke-out-and-then-broke-down.htmgold broke out and then broke down
negative,"http://www.marketwatch.com/story/august-gold-down-510-or-04-to-settle-at-1251oz-2018-06-28august gold down $5.10, or 0.4%, to settle at $1,251/oz"
positive,"http://www.marketwatch.com/story/dec-gold-settles-at-135190oz-up-520-or-04-2016-08-10dec. gold settles at $1,351.90/oz, up $5.20, or 0.4%"
positive,"http://www.investing.com/news/commodities-news/gold,-silver-futures-rise-with-u.s.-data,-ukraine-talks-in-focus-305498Gold, silver futures rise with U.S. data, Ukraine talks in focus"
negative,https://economictimes.indiatimes.com/markets/commodities/gold-declines-as-us-federal-reserve-refrains-from-specific-easing-measures/articleshow/15031841.cmsgold declines as us federal reserve refrains from specific easing measures
negative,"http://www.marketwatch.com/story/spot-gold-bid-at-42350-an-ounce-down-260-kitco-2004-01-13spot gold bid at $423.50 an ounce, down $2.60 - kitco"
positive,https://www.moneycontrol.com/news/business/markets/-1642983.htmlmcx goldguinea august contract firms up
positive,"http://www.marketwatch.com/story/oil-inches-higher-gold-pushes-toward-1900-2011-09-08oil inches higher, gold pushes toward $1,900"
none,https://www.metalsdaily.com/link/284922/charts-the-gold-price-inverse-head-and-shoulders-pattern-is-classic.htmcharts : the gold price inverse head-and-shoulders pattern is classic
negative,https://www.moneycontrol.com/news/business/stocks/gold-prices-may-go-downfed`s-rate-hike-angel-1568741.htmlgold prices may go down on fed`s rate hike: angel
negative,"https://www.thehindubusinessline.com/markets/gold/gold-drops-1-on-china-return-rebound-in-stocks/article8239974.eceGold drops 1% on China return, rebound in stocks"
positive,"http://www.marketwatch.com/story/gold-closes-at-2-month-high-on-firm-oil-economic-concerns-2006-11-09gold up on firm oil prices firm, economic concerns"
negative,http://www.marketwatch.com/story/gold-stocks-fall-nortel-energized-by-deal-with-microsoft-2006-07-18gold stocks fall; nortel energized by microsoft deal
positive,"http://www.marketwatch.com/story/gold-futures-tap-intraday-high-of-1724-2012-12-12gold futures tap intraday high of $1,724"
negative,http://www.marketwatch.com/story/philadelphia-goldsilver-index-falls-05-to-close-at-10583-2005-11-04philadelphia gold/silver index falls 0.5% to close at 105.83
positive,"http://www.marketwatch.com/story/gold-heads-for-2-weekly-gain-as-dollar-wobbles-2017-01-13Gold falls for the session, but gains about 2% on week"
positive,"http://www.marketwatch.com/story/june-gold-last-up-1150-or-13-at-86950oz-2008-05-05june gold last up $11.50, or 1.3%, at $869.50/oz"
negative,"http://www.marketwatch.com/story/crude-ends-higher-gold-declines-2002-06-27crude ends higher, gold declines"
negative,http://www.investing.com/news/commodities-news/gold-prices-down-slightly-in-asia-with-fed-rate-path-the-focus-382295Gold prices down slightly in Asia with Fed rate path the focus
positive,http://www.marketwatch.com/story/gold-futures-climb-to-three-session-high-above-441oz-2004-12-13gold futures climb to three-session high above $441/oz
negative,http://www.marketwatch.com/story/april-gold-drops-to-a-5-wk-low-of-547oz-in-ny-2006-02-13april gold drops to a 5-wk low of $547/oz in ny
none,"https://economictimes.indiatimes.com/markets/commodities/gold-eases-on-reduced-jewellery-offtake-silver-declines/articleshow/10742164.cmsgold eases on reduced jewellery offtake, silver declines"
none,"https://www.metalsdaily.com/link/274662/wgc-more-gold-to-be-used-in-new-apple-iphones-samsung-smartphones.htmwgc : more gold to be used in new apple iphones, samsung smartphones"
none,http://www.marketwatch.com/story/april-5-1933-a-day-that-will-live-in-infamy-2011-04-05when fdr banned gold
negative,http://www.marketwatch.com/story/gold-banc-down-55-at-1321-2004-10-12gold banc down 5.5% at $13.21
negative,"https://www.thehindubusinessline.com/markets/gold/profit-taking-weak-global-cues-pull-gold-futures-down/article20756642.ece1Profit-taking, weak global cues pull gold futures down"
