class_label,document
positive,barrick gold up 3.2% in $xau
negative,"Gold settles down $5.60, or 0.5%, at $1,233.30 an ounce"
positive,"Gold prices gain in Asia on political risk, Fed outlook weighs"
none,why silver could be the new gold
negative,"gold, silver down in morning trade"
negative,"gold stretches losses on lower demand, silver recovers"
negative,Gold firms after three days of losses as equities drop
positive,gold futures rise 1% as dollar falls sharply
positive,gold climbs to six-week high as european concerns spur demand
negative,gold falls towards 1-month low ahead of fed meeting
none,"government fixes sovereign gold bond rate at rs 2,866/gram"
negative,"aug. gold down $15, or 1.1%, at $1,319.70/oz"
negative,Gold prices fall slightly as outlook for faster US interest hikes weigh
negative,gold dips lower ahead of federal reserve announcement
negative,"metals shares, gold futures weaken"
positive,"gold hits 11-week high, ends higher"
negative,"Gold prices end lower, give back nearly half of their recent rally"
negative,gold falls on stronger dollar; silver gains
positive,gold gains slightly in asia with fed leadership changes eyed
positive,"gold futures end higher, but below $1,800"
positive,"gold adds to gains on softer equities, dollar"
positive,gold up from two-month low before bernanke
positive,gold prices surge above 3-three week highs amid dollar weakness
negative,gold inches lower; silver falls roughly 1%
none,"Buy Comex gold if it touches $,1310/oz "
negative,"dec. gold down $4.10, or 0.3%, to settle at $1,325.20/oz"
negative,Gold falls as dollar firms after China halts trade talks
none,buy spot gold above usd 1707: geojit comtrade
none,goldman raises coverage view on gold to attractive
positive,Gold recoups some of its losses from a day earlier
positive,gold rises more than 1% to hit 3-week high as fed outlook supports
positive,"gold posts slight gains, amid greek debt concerns and sell-off in china"
positive,gold edges higher as asian shares slip
none,gold etfs mushroom in india
positive,"gold futures climb near $1,378/oz on globex"
positive,"Gold ends higher, but retreats from 5-month high as dollar strengthens"
none,whither gold?
negative,Gold prices mark lowest finish since Oct. 6
none,but why do we buy gold on akshaya tritiya?
none,gold rate per gram: check out current gold price per gram
negative,"gold, silver slip; it's time to tread with caution"
neutral,"Gold, Silver may trade with sideways bias:Angel Commodities"
negative,"gold suffers third straight loss, amid additional pboc stimulus measures"
negative,Gold settles at its lowest level in a week
none,ghana : pmmc partners indian company to establish gold refinery
positive,"Commodity outlook: Gold upside likely stay capped at Rs 32,000"
none,Global gold demand declines by 9% to 915 tonnes in Q3: WGC
positive,"Gold prices end at highest level since early June, up 0.5% for the week"
negative,Gold holds losses after jobs report
negative,"gold rate today: gold, silver down in morning trade"
negative,"dec. gold down 20 cents at $1,384.80/oz on globex"
none,harmony gold retains merrill as co-advisor for gfi bid
positive,gold steady around highest in nearly 7 weeks on n.korea tensions
negative,"gold etf has another day of pain, falls to lowest since february"
none,glamis: project gold reserves more than double to 9.98m ozs
negative,"February gold slips $1.90, or 0.1%, at $1,172/oz."
positive,"gold rises in morning trade, silver down"
none,should gold be part of every investment portfolio?
positive,"Gold spurts on RBI move, silver retraces 42K"
positive,philadelphia gold & silver index gains 2.4%
negative,gold futures recoup a bit after losses
negative,gold closes at lowest level in over three weeks
none,"india increases base import price of gold, silver"
neutral,Expect Gold prices to trade sideways: Sushil Finance
positive,"gold recovers on modest demand, silver declines"
positive,philadelphia gold & silver index climbs 1.6%
negative,"gold may not yield sparkling returns, yellow metal loses glitter with dollar gaining strength"
negative,mcx gold feb contract trades lower
negative,Gold settles lower for first 3-session slump in three weeks
negative,gold futures edge lower in morning trade
neutral,"Gold steady as global growth, trade worries raise safe-haven demand"
none,cad to widen to &#36;25 bn in fy17 on gold imports surge: report
none,"commodity bets: trading tips for gold, crude & copper"
positive,Gold perks up ahead of wedding season buys
positive,gold prices rising without support of dollar
positive,"dec. gold settles at $1,196.20/oz, up $8.80, or 0.7%, for the session"
positive,Gold prices trade near session highs after reports of missile test in North Korea
negative,Expect Gold to trade negative: Sushil Finance
negative,"april gold down $1.10, or 0.1%, at $1,576.90/oz"
none,should you bet on gold loan companies?
positive,gold volatile as traders assess fed taper news
negative,gold settles lower as market looks to fed cues
negative,"gold, silver stocks end week lower"
neutral,gold steady ahead of u.k. auction
none,"Bitcoin's rise may be like when 'paper money displaced gold,' says Goldman's CEO"
negative,dec. gold maintains slight losses after claims data
negative,aug gold closes 3% lower for the week
none,"bourses eye brisk business in gold etfs tomorrow, waive off charges"
none,glamis gold to buy western silver
none,jeff rhodes : gold bulls puzzled why metal hasn't performed amid tensions
positive,gold edges up as dollar eases; markets brace for fed meeting
negative,"Gold resumes slide, settles 0.8% lower as dollar strengthens"
positive,"Gold adds $4.40, or 0.4%, at $1,237.50/oz."
neutral,"low satisfaction, confidence support gold: hsbc"
positive,Gold prices to trade higher today: Angel Commodities
positive,"gold for june delivery up $10.50, or 0.8%, to $1,313.50/oz"
positive,"Gold higher but pares gains slightly after data, up $14.80 at $1,341.50/oz"
negative,gold slides lower with u.s. nonfarm payrolls on tap
neutral,Gold steady amid Fed rate hike expectations
negative,Gold prices to trade lower today: Angel Commodities
positive,newmont mining shares rise on jump in gold prices
positive,"dec. gold settles at $1,670.80/oz, up $35, or 2.1%"
positive,gold rallies to highest finish in nearly a year
positive,Gold climbs closer to session highs after U.S. consumer sentiment data
none,buy crude & gold: kishore narne
negative,gold prices likely to trade on negative note: sushil fin
negative,"gold steadies on soft &#36;, may see biggest fall since sep"
neutral,gold mostly flat in asia as investors cautious ahead of fed policy views
none,sharps pixley: gold etf inflows up sharply in april - wgc
positive,gold continues to rise on local demand; silver declines
negative,"Further cut in gold, silver import base price"
negative,"Dec. gold down $15.60, or 1.2%, to settle at $1,253/oz"
none,gold import duty hike not to impact rupee much: stanchart
none,"bullionvault : 2-3 year bull market in gold bullion 'to start late-2019' on dollar decline, end of fed rate hikes"
positive,Weak dollar pushes gold prices to 1-week high
positive,"june gold gains $12.90, or 1%, to $1,302.60/oz"
none,ray dalio remains focused on gold
positive,"April gold jumps $25.30, or 2.1%, to $1,226 an ounce"
none,sharps pixley: russia adds to gold reserves again in march
none,"Gold futures succumb to profit-booking, global cues "
positive,"Gold futures a tad up at Rs 27,371 per 10 gm"
positive,"gold at life-time high of rs 29,695 per 10 grams"
positive,"gold climbs back above $400, eyes currency moves"
positive,dec gold up 70c at $426.80/oz in morning ny trade
none,cil staff to get 2nd shot at ipo gold
positive,spot gold quoted at $537.10 in asia trade
negative,gold comes off lows but ends in the red
positive,"Gold futures fall for the day, but hold onto a weekly gain of 2.4%"
negative,philadelphia gold & silver index down 1.51 at 86.20
negative,"Gold futures down at Rs 25,244 per 10 gm"
positive,gold futures extend gains on global cues
negative,"gold weaker, copper down as july china pmi final falls"
positive,"gold futures briefly top $1,300/oz on comex"
positive,Gold pulls back from 3-week high ahead of Fed meeting
positive,"gold rallies more, climbs rs 175 on jewellers' buying"
none,harmony calls for gold fields chairman resignation -rpt
negative,gold marginally down in futures trade on global cues
none,Gold / Silver / Copper futures - weekly outlook: February 27 - March 3
positive,Gold prices mark highest finish since Sept. 29
none,Trump's attack on Gold Star widow raises questions about civilian-military divide
none,india : bse to launch gold & silver futures from oct 1
positive,feb. gold climbs $4.10 to $652.30/oz in ny
negative,"gold futures settle below $1,300 on comex"
neutral,Gold prices to trade sideways today: Angel Commodities
positive,Gold prices to trade higher: Angel Commodities
neutral,Expect Gold prices to trade sideways: Angel Commodities
negative,Gold prices settle at a more than 5-month low
positive,"Gold logs highest settlement since early June, up 0.5% for the week"
positive,Gold futures mark highest finish in more than two weeks
positive,Gold will shine at &#36;3000 in 2-3 yrs: Superfund Financial
positive,Gold futures hold onto a gain of 0.6% for the week
positive,Gold prices up in Asia as dollar slightly retraces gains from last week
negative,dec gold falls $3.10 to $496/oz after $500 high overnight
negative,dec. gold closes at its lowest level since july 26
none,Gold ETFs smarter option than buying physical gold: NSE
negative,Gold futures prices trade off session lows
negative,Gold ends lower for second day as traders look to Fed speakers for cues
none,gold rate per gram: check out current gold price per gram
none,india's gold bar inflows surged 62% in december
positive,Gold gains ground but remains vulnerable
positive,"feb gold at $366.10, up $6.20 after $367.70 high"
positive,Gold prices gain in Asia as dollar trends lower
positive,record gold high hits markets and jewelers
positive,"february gold adds 0.1% at $1,358.10/oz."
none,byu mcx gold feb; target of rs 27845: way2wealth
negative,"Gold prices weaker in Asia as investors eye yuan, look to Fed minutes"
positive,"Gold for December delivery up 0.5% at $1,289.10"
none,IBJA wants better role for gold industry in GJEPC
none,dubai gold trade hurt by new indian import tariffs
negative,august gold falls 0.5% to $951.90 an ounce
negative,"Gold edges down as dollar firms up on upbeat US data, Fed comments"
none,Gold prices in India
negative,gst rate of 3% on gold too low: economic survey
negative,"december gold finishes $8, or 0.7%, lower at $1,115.60 an ounce"
positive,"gold ends at record high on weaker stocks, outlook"
